num_pools,num_channels,pool_type,pool_stride,skip_connections,avg_radius,sigma_back,epochs,IoU,path
1,2,max,2,1,20,2.5,150,0.9546084349155426,results/rad20_sig2.5_ch2_pools1_max_stride2_skip1_150E
2,2,max,2,1-1,20,2.5,150,0.9573218542337418,results/rad20_sig2.5_ch2_pools2_max_stride2_skip1-1_150E
3,2,max,2,1-1-1,20,2.5,150,0.9500790784358978,results/rad20_sig2.5_ch2_pools3_max_stride2_skip1-1-1_150E
4,2,max,2,1-1-1-1,20,2.5,150,0.9684874757528306,results/rad20_sig2.5_ch2_pools4_max_stride2_skip1-1-1-1_150E
5,2,max,2,1-1-1-1-1,20,2.5,150,0.9520387817621232,results/rad20_sig2.5_ch2_pools5_max_stride2_skip1-1-1-1-1_150E
1,4,max,2,1,20,2.5,150,0.94395617043972,results/rad20_sig2.5_ch4_pools1_max_stride2_skip1_150E
2,4,max,2,1-1,20,2.5,150,0.9632764843702316,results/rad20_sig2.5_ch4_pools2_max_stride2_skip1-1_150E
3,4,max,2,1-1-1,20,2.5,150,0.9754428547620771,results/rad20_sig2.5_ch4_pools3_max_stride2_skip1-1-1_150E
4,4,max,2,1-1-1-1,20,2.5,150,0.9711938481330872,results/rad20_sig2.5_ch4_pools4_max_stride2_skip1-1-1-1_150E
5,4,max,2,1-1-1-1-1,20,2.5,150,0.9460351020097733,results/rad20_sig2.5_ch4_pools5_max_stride2_skip1-1-1-1-1_150E
1,8,max,2,1,20,2.5,150,0.9679570051431656,results/rad20_sig2.5_ch8_pools1_max_stride2_skip1_150E
2,8,max,2,1-1,20,2.5,150,0.9802153590917588,results/rad20_sig2.5_ch8_pools2_max_stride2_skip1-1_150E
3,8,max,2,1-1-1,20,2.5,150,0.9779516818523406,results/rad20_sig2.5_ch8_pools3_max_stride2_skip1-1-1_150E
4,8,max,2,1-1-1-1,20,2.5,150,0.9672329394817352,results/rad20_sig2.5_ch8_pools4_max_stride2_skip1-1-1-1_150E
5,8,max,2,1-1-1-1-1,20,2.5,150,0.970573467373848,results/rad20_sig2.5_ch8_pools5_max_stride2_skip1-1-1-1-1_150E
1,16,max,2,1,20,2.5,150,0.977320381641388,results/rad20_sig2.5_ch16_pools1_max_stride2_skip1_150E
2,16,max,2,1-1,20,2.5,150,0.9851310920715332,results/rad20_sig2.5_ch16_pools2_max_stride2_skip1-1_150E
3,16,max,2,1-1-1,20,2.5,150,0.9764245035648348,results/rad20_sig2.5_ch16_pools3_max_stride2_skip1-1-1_150E
4,16,max,2,1-1-1-1,20,2.5,150,0.9779710969924926,results/rad20_sig2.5_ch16_pools4_max_stride2_skip1-1-1-1_150E
5,16,max,2,1-1-1-1-1,20,2.5,150,0.9720329879522324,results/rad20_sig2.5_ch16_pools5_max_stride2_skip1-1-1-1-1_150E
1,32,max,2,1,20,2.5,150,0.9841292575597764,results/rad20_sig2.5_ch32_pools1_max_stride2_skip1_150E
2,32,max,2,1-1,20,2.5,150,0.986559072971344,results/rad20_sig2.5_ch32_pools2_max_stride2_skip1-1_150E
3,32,max,2,1-1-1,20,2.5,150,0.98358149600029,results/rad20_sig2.5_ch32_pools3_max_stride2_skip1-1-1_150E
4,32,max,2,1-1-1-1,20,2.5,150,0.9784216272830965,results/rad20_sig2.5_ch32_pools4_max_stride2_skip1-1-1-1_150E
5,32,max,2,1-1-1-1-1,20,2.5,150,0.9804440900087356,results/rad20_sig2.5_ch32_pools5_max_stride2_skip1-1-1-1-1_150E
1,2,max,2,1,20,5.0,150,0.9423254679441452,results/rad20_sig5.0_ch2_pools1_max_stride2_skip1_150E
2,2,max,2,1-1,20,5.0,150,0.9264935141801834,results/rad20_sig5.0_ch2_pools2_max_stride2_skip1-1_150E
3,2,max,2,1-1-1,20,5.0,150,0.3667472991943359,results/rad20_sig5.0_ch2_pools3_max_stride2_skip1-1-1_150E
4,2,max,2,1-1-1-1,20,5.0,150,0.9701457884311676,results/rad20_sig5.0_ch2_pools4_max_stride2_skip1-1-1-1_150E
5,2,max,2,1-1-1-1-1,20,5.0,150,0.9455329158306122,results/rad20_sig5.0_ch2_pools5_max_stride2_skip1-1-1-1-1_150E
1,4,max,2,1,20,5.0,150,0.9674285894632338,results/rad20_sig5.0_ch4_pools1_max_stride2_skip1_150E
2,4,max,2,1-1,20,5.0,150,0.9668032026290894,results/rad20_sig5.0_ch4_pools2_max_stride2_skip1-1_150E
3,4,max,2,1-1-1,20,5.0,150,0.9666519511938094,results/rad20_sig5.0_ch4_pools3_max_stride2_skip1-1-1_150E
4,4,max,2,1-1-1-1,20,5.0,150,0.9725202445983888,results/rad20_sig5.0_ch4_pools4_max_stride2_skip1-1-1-1_150E
5,4,max,2,1-1-1-1-1,20,5.0,150,0.9641582181453704,results/rad20_sig5.0_ch4_pools5_max_stride2_skip1-1-1-1-1_150E
1,8,max,2,1,20,5.0,150,0.972613029718399,results/rad20_sig5.0_ch8_pools1_max_stride2_skip1_150E
2,8,max,2,1-1,20,5.0,150,0.9797423113584518,results/rad20_sig5.0_ch8_pools2_max_stride2_skip1-1_150E
3,8,max,2,1-1-1,20,5.0,150,0.981172354221344,results/rad20_sig5.0_ch8_pools3_max_stride2_skip1-1-1_150E
4,8,max,2,1-1-1-1,20,5.0,150,0.9748692960739136,results/rad20_sig5.0_ch8_pools4_max_stride2_skip1-1-1-1_150E
5,8,max,2,1-1-1-1-1,20,5.0,150,0.9781316388845444,results/rad20_sig5.0_ch8_pools5_max_stride2_skip1-1-1-1-1_150E
1,16,max,2,1,20,5.0,150,0.9829505058526992,results/rad20_sig5.0_ch16_pools1_max_stride2_skip1_150E
2,16,max,2,1-1,20,5.0,150,0.9831132321357728,results/rad20_sig5.0_ch16_pools2_max_stride2_skip1-1_150E
3,16,max,2,1-1-1,20,5.0,150,0.9813395575284958,results/rad20_sig5.0_ch16_pools3_max_stride2_skip1-1-1_150E
4,16,max,2,1-1-1-1,20,5.0,150,0.976932932972908,results/rad20_sig5.0_ch16_pools4_max_stride2_skip1-1-1-1_150E
5,16,max,2,1-1-1-1-1,20,5.0,150,0.977122943162918,results/rad20_sig5.0_ch16_pools5_max_stride2_skip1-1-1-1-1_150E
1,32,max,2,1,20,5.0,150,0.9865053075551986,results/rad20_sig5.0_ch32_pools1_max_stride2_skip1_150E
2,32,max,2,1-1,20,5.0,150,0.9829283483028411,results/rad20_sig5.0_ch32_pools2_max_stride2_skip1-1_150E
3,32,max,2,1-1-1,20,5.0,150,0.983666400194168,results/rad20_sig5.0_ch32_pools3_max_stride2_skip1-1-1_150E
4,32,max,2,1-1-1-1,20,5.0,150,0.9799432058334352,results/rad20_sig5.0_ch32_pools4_max_stride2_skip1-1-1-1_150E
5,32,max,2,1-1-1-1-1,20,5.0,150,0.9791187272071838,results/rad20_sig5.0_ch32_pools5_max_stride2_skip1-1-1-1-1_150E
1,2,max,2,1,20,7.5,150,0.962793063044548,results/rad20_sig7.5_ch2_pools1_max_stride2_skip1_150E
2,2,max,2,1-1,20,7.5,150,0.9358517318964004,results/rad20_sig7.5_ch2_pools2_max_stride2_skip1-1_150E
3,2,max,2,1-1-1,20,7.5,150,0.9709217765331268,results/rad20_sig7.5_ch2_pools3_max_stride2_skip1-1-1_150E
4,2,max,2,1-1-1-1,20,7.5,150,0.9654085932970048,results/rad20_sig7.5_ch2_pools4_max_stride2_skip1-1-1-1_150E
5,2,max,2,1-1-1-1-1,20,7.5,150,0.9411746493577956,results/rad20_sig7.5_ch2_pools5_max_stride2_skip1-1-1-1-1_150E
1,4,max,2,1,20,7.5,150,0.9668461195230484,results/rad20_sig7.5_ch4_pools1_max_stride2_skip1_150E
2,4,max,2,1-1,20,7.5,150,0.973263702750206,results/rad20_sig7.5_ch4_pools2_max_stride2_skip1-1_150E
3,4,max,2,1-1-1,20,7.5,150,0.9738984152078628,results/rad20_sig7.5_ch4_pools3_max_stride2_skip1-1-1_150E
4,4,max,2,1-1-1-1,20,7.5,150,0.9681891813278198,results/rad20_sig7.5_ch4_pools4_max_stride2_skip1-1-1-1_150E
5,4,max,2,1-1-1-1-1,20,7.5,150,0.963391481757164,results/rad20_sig7.5_ch4_pools5_max_stride2_skip1-1-1-1-1_150E
1,8,max,2,1,20,7.5,150,0.9760007266998292,results/rad20_sig7.5_ch8_pools1_max_stride2_skip1_150E
2,8,max,2,1-1,20,7.5,150,0.9803209409713745,results/rad20_sig7.5_ch8_pools2_max_stride2_skip1-1_150E
3,8,max,2,1-1-1,20,7.5,150,0.981982421875,results/rad20_sig7.5_ch8_pools3_max_stride2_skip1-1-1_150E
4,8,max,2,1-1-1-1,20,7.5,150,0.9767290271520614,results/rad20_sig7.5_ch8_pools4_max_stride2_skip1-1-1-1_150E
5,8,max,2,1-1-1-1-1,20,7.5,150,0.9703286235332488,results/rad20_sig7.5_ch8_pools5_max_stride2_skip1-1-1-1-1_150E
1,16,max,2,1,20,7.5,150,0.9836634355783462,results/rad20_sig7.5_ch16_pools1_max_stride2_skip1_150E
2,16,max,2,1-1,20,7.5,150,0.9863502639532088,results/rad20_sig7.5_ch16_pools2_max_stride2_skip1-1_150E
3,16,max,2,1-1-1,20,7.5,150,0.9831460975408556,results/rad20_sig7.5_ch16_pools3_max_stride2_skip1-1-1_150E
4,16,max,2,1-1-1-1,20,7.5,150,0.979425146341324,results/rad20_sig7.5_ch16_pools4_max_stride2_skip1-1-1-1_150E
5,16,max,2,1-1-1-1-1,20,7.5,150,0.9828697177171708,results/rad20_sig7.5_ch16_pools5_max_stride2_skip1-1-1-1-1_150E
1,32,max,2,1,20,7.5,150,0.9899855301380158,results/rad20_sig7.5_ch32_pools1_max_stride2_skip1_150E
2,32,max,2,1-1,20,7.5,150,0.9811943714618684,results/rad20_sig7.5_ch32_pools2_max_stride2_skip1-1_150E
3,32,max,2,1-1-1,20,7.5,150,0.9854875457286836,results/rad20_sig7.5_ch32_pools3_max_stride2_skip1-1-1_150E
4,32,max,2,1-1-1-1,20,7.5,150,0.9882808747291564,results/rad20_sig7.5_ch32_pools4_max_stride2_skip1-1-1-1_150E
5,32,max,2,1-1-1-1-1,20,7.5,150,0.9780377533435822,results/rad20_sig7.5_ch32_pools5_max_stride2_skip1-1-1-1-1_150E
1,2,max,2,1,20,10.0,150,0.3669364242553711,results/rad20_sig10.0_ch2_pools1_max_stride2_skip1_150E
2,2,max,2,1-1,20,10.0,150,0.9613414987325668,results/rad20_sig10.0_ch2_pools2_max_stride2_skip1-1_150E
3,2,max,2,1-1-1,20,10.0,150,0.9685186554193496,results/rad20_sig10.0_ch2_pools3_max_stride2_skip1-1-1_150E
4,2,max,2,1-1-1-1,20,10.0,150,0.9700143311023712,results/rad20_sig10.0_ch2_pools4_max_stride2_skip1-1-1-1_150E
5,2,max,2,1-1-1-1-1,20,10.0,150,0.9559868462085724,results/rad20_sig10.0_ch2_pools5_max_stride2_skip1-1-1-1-1_150E
1,4,max,2,1,20,10.0,150,0.9661221638917924,results/rad20_sig10.0_ch4_pools1_max_stride2_skip1_150E
2,4,max,2,1-1,20,10.0,150,0.9690726963281632,results/rad20_sig10.0_ch4_pools2_max_stride2_skip1-1_150E
3,4,max,2,1-1-1,20,10.0,150,0.9704821013212204,results/rad20_sig10.0_ch4_pools3_max_stride2_skip1-1-1_150E
4,4,max,2,1-1-1-1,20,10.0,150,0.9714966337680816,results/rad20_sig10.0_ch4_pools4_max_stride2_skip1-1-1-1_150E
5,4,max,2,1-1-1-1-1,20,10.0,150,0.9506874397993088,results/rad20_sig10.0_ch4_pools5_max_stride2_skip1-1-1-1-1_150E
1,8,max,2,1,20,10.0,150,0.9773418120145798,results/rad20_sig10.0_ch8_pools1_max_stride2_skip1_150E
2,8,max,2,1-1,20,10.0,150,0.9828542857170104,results/rad20_sig10.0_ch8_pools2_max_stride2_skip1-1_150E
3,8,max,2,1-1-1,20,10.0,150,0.9803050725460052,results/rad20_sig10.0_ch8_pools3_max_stride2_skip1-1-1_150E
4,8,max,2,1-1-1-1,20,10.0,150,0.9775166169404984,results/rad20_sig10.0_ch8_pools4_max_stride2_skip1-1-1-1_150E
5,8,max,2,1-1-1-1-1,20,10.0,150,0.9757341074943542,results/rad20_sig10.0_ch8_pools5_max_stride2_skip1-1-1-1-1_150E
1,16,max,2,1,20,10.0,150,0.9839006034135818,results/rad20_sig10.0_ch16_pools1_max_stride2_skip1_150E
2,16,max,2,1-1,20,10.0,150,0.9865410336256026,results/rad20_sig10.0_ch16_pools2_max_stride2_skip1-1_150E
3,16,max,2,1-1-1,20,10.0,150,0.9873602035045624,results/rad20_sig10.0_ch16_pools3_max_stride2_skip1-1-1_150E
4,16,max,2,1-1-1-1,20,10.0,150,0.978711480140686,results/rad20_sig10.0_ch16_pools4_max_stride2_skip1-1-1-1_150E
5,16,max,2,1-1-1-1-1,20,10.0,150,0.9771613618135452,results/rad20_sig10.0_ch16_pools5_max_stride2_skip1-1-1-1-1_150E
1,32,max,2,1,20,10.0,150,0.9833110446929932,results/rad20_sig10.0_ch32_pools1_max_stride2_skip1_150E
2,32,max,2,1-1,20,10.0,150,0.9869456202983856,results/rad20_sig10.0_ch32_pools2_max_stride2_skip1-1_150E
3,32,max,2,1-1-1,20,10.0,150,0.9906165581941604,results/rad20_sig10.0_ch32_pools3_max_stride2_skip1-1-1_150E
4,32,max,2,1-1-1-1,20,10.0,150,0.9826298884153366,results/rad20_sig10.0_ch32_pools4_max_stride2_skip1-1-1-1_150E
5,32,max,2,1-1-1-1-1,20,10.0,150,0.9757409063577652,results/rad20_sig10.0_ch32_pools5_max_stride2_skip1-1-1-1-1_150E
1,2,max,2,1,30,2.5,150,0.9603433394432068,results/rad30_sig2.5_ch2_pools1_max_stride2_skip1_150E
2,2,max,2,1-1,30,2.5,150,0.9692136503458024,results/rad30_sig2.5_ch2_pools2_max_stride2_skip1-1_150E
3,2,max,2,1-1-1,30,2.5,150,0.9705587807893754,results/rad30_sig2.5_ch2_pools3_max_stride2_skip1-1-1_150E
4,2,max,2,1-1-1-1,30,2.5,150,0.980394852757454,results/rad30_sig2.5_ch2_pools4_max_stride2_skip1-1-1-1_150E
5,2,max,2,1-1-1-1-1,30,2.5,150,0.6395211169719696,results/rad30_sig2.5_ch2_pools5_max_stride2_skip1-1-1-1-1_150E
1,4,max,2,1,30,2.5,150,0.9774643540382386,results/rad30_sig2.5_ch4_pools1_max_stride2_skip1_150E
2,4,max,2,1-1,30,2.5,150,0.9749191234111784,results/rad30_sig2.5_ch4_pools2_max_stride2_skip1-1_150E
3,4,max,2,1-1-1,30,2.5,150,0.9807345204353332,results/rad30_sig2.5_ch4_pools3_max_stride2_skip1-1-1_150E
4,4,max,2,1-1-1-1,30,2.5,150,0.9832503569126128,results/rad30_sig2.5_ch4_pools4_max_stride2_skip1-1-1-1_150E
5,4,max,2,1-1-1-1-1,30,2.5,150,0.9686873632669448,results/rad30_sig2.5_ch4_pools5_max_stride2_skip1-1-1-1-1_150E
1,8,max,2,1,30,2.5,150,0.9816339192390442,results/rad30_sig2.5_ch8_pools1_max_stride2_skip1_150E
2,8,max,2,1-1,30,2.5,150,0.9770288473367692,results/rad30_sig2.5_ch8_pools2_max_stride2_skip1-1_150E
3,8,max,2,1-1-1,30,2.5,150,0.9866793575286864,results/rad30_sig2.5_ch8_pools3_max_stride2_skip1-1-1_150E
4,8,max,2,1-1-1-1,30,2.5,150,0.9820969520807266,results/rad30_sig2.5_ch8_pools4_max_stride2_skip1-1-1-1_150E
5,8,max,2,1-1-1-1-1,30,2.5,150,0.9807014001607894,results/rad30_sig2.5_ch8_pools5_max_stride2_skip1-1-1-1-1_150E
1,16,max,2,1,30,2.5,150,0.9841435145139694,results/rad30_sig2.5_ch16_pools1_max_stride2_skip1_150E
2,16,max,2,1-1,30,2.5,150,0.9883246570825576,results/rad30_sig2.5_ch16_pools2_max_stride2_skip1-1_150E
3,16,max,2,1-1-1,30,2.5,150,0.9816873788833618,results/rad30_sig2.5_ch16_pools3_max_stride2_skip1-1-1_150E
4,16,max,2,1-1-1-1,30,2.5,150,0.9834057075977326,results/rad30_sig2.5_ch16_pools4_max_stride2_skip1-1-1-1_150E
5,16,max,2,1-1-1-1-1,30,2.5,150,0.984365589737892,results/rad30_sig2.5_ch16_pools5_max_stride2_skip1-1-1-1-1_150E
1,32,max,2,1,30,2.5,150,0.9894932026863098,results/rad30_sig2.5_ch32_pools1_max_stride2_skip1_150E
2,32,max,2,1-1,30,2.5,150,0.9870120697021484,results/rad30_sig2.5_ch32_pools2_max_stride2_skip1-1_150E
3,32,max,2,1-1-1,30,2.5,150,0.9906992310285568,results/rad30_sig2.5_ch32_pools3_max_stride2_skip1-1-1_150E
4,32,max,2,1-1-1-1,30,2.5,150,0.9888093305826188,results/rad30_sig2.5_ch32_pools4_max_stride2_skip1-1-1-1_150E
5,32,max,2,1-1-1-1-1,30,2.5,150,0.9880788024663923,results/rad30_sig2.5_ch32_pools5_max_stride2_skip1-1-1-1-1_150E
1,2,max,2,1,30,5.0,150,0.9728215104341508,results/rad30_sig5.0_ch2_pools1_max_stride2_skip1_150E
2,2,max,2,1-1,30,5.0,150,0.3622108840942383,results/rad30_sig5.0_ch2_pools2_max_stride2_skip1-1_150E
3,2,max,2,1-1-1,30,5.0,150,0.9802024879455566,results/rad30_sig5.0_ch2_pools3_max_stride2_skip1-1-1_150E
4,2,max,2,1-1-1-1,30,5.0,150,0.3622108840942383,results/rad30_sig5.0_ch2_pools4_max_stride2_skip1-1-1-1_150E
5,2,max,2,1-1-1-1-1,30,5.0,150,0.9614205768108368,results/rad30_sig5.0_ch2_pools5_max_stride2_skip1-1-1-1-1_150E
1,4,max,2,1,30,5.0,150,0.9780126216411592,results/rad30_sig5.0_ch4_pools1_max_stride2_skip1_150E
2,4,max,2,1-1,30,5.0,150,0.9761715022325516,results/rad30_sig5.0_ch4_pools2_max_stride2_skip1-1_150E
3,4,max,2,1-1-1,30,5.0,150,0.983816600561142,results/rad30_sig5.0_ch4_pools3_max_stride2_skip1-1-1_150E
4,4,max,2,1-1-1-1,30,5.0,150,0.9774469963312148,results/rad30_sig5.0_ch4_pools4_max_stride2_skip1-1-1-1_150E
5,4,max,2,1-1-1-1-1,30,5.0,150,0.9776993249654772,results/rad30_sig5.0_ch4_pools5_max_stride2_skip1-1-1-1-1_150E
1,8,max,2,1,30,5.0,150,0.9776466785669328,results/rad30_sig5.0_ch8_pools1_max_stride2_skip1_150E
2,8,max,2,1-1,30,5.0,150,0.9837818771600724,results/rad30_sig5.0_ch8_pools2_max_stride2_skip1-1_150E
3,8,max,2,1-1-1,30,5.0,150,0.986467744588852,results/rad30_sig5.0_ch8_pools3_max_stride2_skip1-1-1_150E
4,8,max,2,1-1-1-1,30,5.0,150,0.9865431216955184,results/rad30_sig5.0_ch8_pools4_max_stride2_skip1-1-1-1_150E
5,8,max,2,1-1-1-1-1,30,5.0,150,0.9791789362430572,results/rad30_sig5.0_ch8_pools5_max_stride2_skip1-1-1-1-1_150E
1,16,max,2,1,30,5.0,150,0.9874441241025924,results/rad30_sig5.0_ch16_pools1_max_stride2_skip1_150E
2,16,max,2,1-1,30,5.0,150,0.9875033895969392,results/rad30_sig5.0_ch16_pools2_max_stride2_skip1-1_150E
3,16,max,2,1-1-1,30,5.0,150,0.9894122549295424,results/rad30_sig5.0_ch16_pools3_max_stride2_skip1-1-1_150E
4,16,max,2,1-1-1-1,30,5.0,150,0.989660575389862,results/rad30_sig5.0_ch16_pools4_max_stride2_skip1-1-1-1_150E
5,16,max,2,1-1-1-1-1,30,5.0,150,0.9847695593833924,results/rad30_sig5.0_ch16_pools5_max_stride2_skip1-1-1-1-1_150E
1,32,max,2,1,30,5.0,150,0.9922109135389328,results/rad30_sig5.0_ch32_pools1_max_stride2_skip1_150E
2,32,max,2,1-1,30,5.0,150,0.990508358478546,results/rad30_sig5.0_ch32_pools2_max_stride2_skip1-1_150E
3,32,max,2,1-1-1,30,5.0,150,0.9898490915298462,results/rad30_sig5.0_ch32_pools3_max_stride2_skip1-1-1_150E
4,32,max,2,1-1-1-1,30,5.0,150,0.9898291701078414,results/rad30_sig5.0_ch32_pools4_max_stride2_skip1-1-1-1_150E
5,32,max,2,1-1-1-1-1,30,5.0,150,0.9910353450775148,results/rad30_sig5.0_ch32_pools5_max_stride2_skip1-1-1-1-1_150E
1,2,max,2,1,30,7.5,150,0.9790538400411606,results/rad30_sig7.5_ch2_pools1_max_stride2_skip1_150E
2,2,max,2,1-1,30,7.5,150,0.9725514444112778,results/rad30_sig7.5_ch2_pools2_max_stride2_skip1-1_150E
3,2,max,2,1-1-1,30,7.5,150,0.9785682134628296,results/rad30_sig7.5_ch2_pools3_max_stride2_skip1-1-1_150E
4,2,max,2,1-1-1-1,30,7.5,150,0.9828908503055572,results/rad30_sig7.5_ch2_pools4_max_stride2_skip1-1-1-1_150E
5,2,max,2,1-1-1-1-1,30,7.5,150,0.957887297153473,results/rad30_sig7.5_ch2_pools5_max_stride2_skip1-1-1-1-1_150E
1,4,max,2,1,30,7.5,150,0.9797812016010286,results/rad30_sig7.5_ch4_pools1_max_stride2_skip1_150E
2,4,max,2,1-1,30,7.5,150,0.9787698734998702,results/rad30_sig7.5_ch4_pools2_max_stride2_skip1-1_150E
3,4,max,2,1-1-1,30,7.5,150,0.9808981711864472,results/rad30_sig7.5_ch4_pools3_max_stride2_skip1-1-1_150E
4,4,max,2,1-1-1-1,30,7.5,150,0.9789630414247512,results/rad30_sig7.5_ch4_pools4_max_stride2_skip1-1-1-1_150E
5,4,max,2,1-1-1-1-1,30,7.5,150,0.976877495408058,results/rad30_sig7.5_ch4_pools5_max_stride2_skip1-1-1-1-1_150E
1,8,max,2,1,30,7.5,150,0.9826767545938492,results/rad30_sig7.5_ch8_pools1_max_stride2_skip1_150E
2,8,max,2,1-1,30,7.5,150,0.9820858783721924,results/rad30_sig7.5_ch8_pools2_max_stride2_skip1-1_150E
3,8,max,2,1-1-1,30,7.5,150,0.9839643762111664,results/rad30_sig7.5_ch8_pools3_max_stride2_skip1-1-1_150E
4,8,max,2,1-1-1-1,30,7.5,150,0.9873456609249114,results/rad30_sig7.5_ch8_pools4_max_stride2_skip1-1-1-1_150E
5,8,max,2,1-1-1-1-1,30,7.5,150,0.9839284138679504,results/rad30_sig7.5_ch8_pools5_max_stride2_skip1-1-1-1-1_150E
1,16,max,2,1,30,7.5,150,0.9828032128810884,results/rad30_sig7.5_ch16_pools1_max_stride2_skip1_150E
2,16,max,2,1-1,30,7.5,150,0.988805159687996,results/rad30_sig7.5_ch16_pools2_max_stride2_skip1-1_150E
3,16,max,2,1-1-1,30,7.5,150,0.9870045382976532,results/rad30_sig7.5_ch16_pools3_max_stride2_skip1-1-1_150E
